id,title,reviews,goodness_enc
127867,The Brass Teapot,[],0
127918,The Gatekeepers,[],0
129139,The To Do List,[],0
129670,Nebraska,"[""**Payne Relief**\r\n\r\nThe black and white photography is a nice touch. It gives a kind of Karsh look to the weathered faces of the aging, reflective, yet still yearning cast of characters, and suits the rapidly fading memories of a bygone era in recent American history. The acting was pretty good. Bruce Dern gives an effortless performance as a cranky old coot with one attention-seeking foot in the spotlight and the other half-buried in the shadows of utter dementia. The interpersonal conflicts among family and community, past and present are presented in a simple, linear uncomplicated way. The story seems to want to explore the sad truths of a regressive, bankrupt nation and the ridiculous dreams and delusions people cling to. Life is limited and unfinished. Like the heads carved out of Mount Rushmore. Like the forlorn characters wandering on and off the screen. For even after a lifetime of honest hard work aligned with various fixed Christian principles, a restless, quiet desperation lingers. Lies and illusions are necessary to prevent a lonely, inconsolable reality from setting in. And while Alexander Payne manages to keeps things relatively upbeat to prevent dragging us down into a pit of futile despair, he also fails to fully develop and realize the themes he puts forward. Every time Payne rustles up a movie (Sideways, The Descendants) he gets high praise, and this time he almost deserves it. He's a fairly astute cinematician who wants to make meaningful pictures without getting in too deep. Specifically, road movies on half a tank. Thankfully, he doesn't tread into murky Bergman territory, or puff his stuff up with Goddard-like self-importance, but he doesn't do himself much justice by avoiding or brushing off the potential worth and urgency of the matters he introduces. His concepts are cut short. While I'm watching Nebraska, I can't help but wonder how adept filmmakers like Kieslowski or Cassavettes would have treated and serviced the material. What's almost more disappointing than getting old, losing a presence of mind and attempting to reconcile broken memories, is not being able to fully grasp, much less handle and nurture, your own brainchild.""]",0
130150,Labor Day,"['***Menaced by a fugitive or relishing a Godsend in New Hampshire?*** \r\n\r\nA depressed single woman (Kate Winslet) from New Hampshire is compelled to give a questionable man a ride (Josh Brolin) and allows him to briefly recuperate at her verging-on-rundown house where she lives with her son who’s almost 13 (Gattlin Griffith). How will their Labor Day weekend go? James Van Der Beek has a small role as a cop.\r\n\r\n“Labor Day” (2013) is a superb adult-oriented drama with an understated sense of possible menace mixed with a little romance. There are elements of “A Perfect World” (1993), “The Bridges of Madison County” (1995), “Macho Callahan” (1970) and ""The Place Beyond the Pines"" (2012). \r\n\r\nThis is a spiritual movie about the tragedies and blisses of the human experience. Masculinity is portrayed in a positive way for a change while not neglecting to illustrate its potential drawbacks. Winslet is excellent in her role; she gets more beautiful as she ages. Meanwhile the stunning Maika Monroe has a peripheral role. \r\n\r\nThe film runs 1 hour, 51 minutes, and was shot mostly in Massachusetts (e.g. Shelburne Falls), as well as Salem, New Hampshire.\r\n\r\nGRADE: A-']",0
131631,The Hunger Games: Mockingjay - Part 1,"[""It was good. Although I wish it had more action scenes. It's worth watching ago don't miss out!"", ""Yet more of the same extended in an inexcusable way. Let's hope the last movie of the saga can get a proper end.""]",1
131634,The Hunger Games: Mockingjay - Part 2,"[""The Hunger Games creator and mastermind Suzanne Collins has brought to life the explosive and resilient heroine Katniss Everdeen (not to mention the resourceful actress stepping into her action-oriented shoes and consciousness in the form of Oscar-winning actress Jennifer Lawrence). Now with the conclusive The Hunger Games: Mockingjay--Part 2 ardent and casual fans of this imaginative and charged film franchise will get a chance to soak in the cinematic experience that has carried them through this durable trilogy. However, the question remains: does Mockingjay--Part 2 fulfill the adventurous swagger of its previous predecessors as it demonstrates its furious farewell in moodiness and mischievousness? Well, the answer is a resounding YES but some will still address the concept of the film's emotional and psychological leanings as merely serviceable to a string of feisty films that invited such passion, pronouncement and promise in its commentary on class struggle and societal survival means as a whole. \r\n\r\nThe Hunger Games cinematic installments (and of course Collins's riveting literary outlets) have always been a solid and secure movie-going moment because it offered what so few action-packed features entailed: a perceptive and honest if not hedonistic look at the politics in the human psyche set aside from the rough-and-tumble sequences of action and suspense. The Games that were played in the minds of the audience were intriguing, thoughtful, compelling and smart about its wits and wisdom. All The Hunger Games editions were message-driven and presented a special kind of indescribable opulence and openness that was refreshing. Sure, there are the highs and lows that comes with the territory when mapping out a showcase of sequels bound to stumble on its lapses in story and characterization. Still, for the most part The Hunger Games: Mockingjay--Part 2 leaves the viewers wanting more but being compliant with what amounts to be the swan song for courageous cutie Katniss Everdeen's big screen legacy. \r\n\r\nIt is quite clear that The Hunger Games: Mockingjay--Part 2 and its previous outings has carved a decisive niche into the Young Adult film fiction genre as one of the most successful and consistently received chapters that sparkled in its over-glow of gallant gumption and soul-searching turmoil. Indeed, Mockingjay--Part 2 does add its measurement of tension, radiance,  redemption and resolution. Importantly, Mockingjay--Part 2 maintains its reflective and steady balance of hope and rebellious vibes and Lawrence has not lost a single ounce of momentum in the few years since she donned the respectable defiance of the roguish Katniss out to settle a continuous score with the controlling powers-that-be.  Instinctively, labeling The Hunger Games motivating movie series as a pop cultural phenom would not risk the intention of sounding overdramatic because for the most part this film franchise has been a saving grace to the aforementioned Young Adult film fiction craze that has offered cemented substance in comparison to the soapy sentiments of the immense Twilight umbrella that spread like wildfire in the unguarded woods years before.\r\n\r\nAs one can imagine Mockingjay--Part 2 picks up where the first Mockingjay left off in its initial premise. Director Francis Lawrence (back at the helm) starts his narrative rather slow and plodding but builds up the sassy momentum as his on-screen victorious vixen Katniss Everdeen pounces on her latest exploits to expose and agitate the corruptible Capitol and its lead manipulator in the likes of the diabolical President Snow (Donald Sutherland). The good news is that the determined Katniss is finally reunited with her former Games companion and romantic partner Peeta Mellark (Josh Hutcherson). The bad news is that poor Peeta has been manipulated and convinced to view Katniss as an enemy courtesy of Snow's menacing minions. Automatically, this is the difficult wedge that puts a damper on Katniss's ability to go after Snow and his vile followers with Peeta serving as their brainwashed Boy Wonder with the forced hatred in tact. \r\n\r\nSo now the course is set for Katniss Everdeen to follow as she decides to pursue her intentions of gradually taking down the governmental negligence of Snow and his abominable administration. Naturally, Katniss needs the assistance of the rebels under the tutelage of District 13's President Alma Coin (Oscar-winner Julianne Moore) as well as the input from wily gamemaster Plutarch Heavensbee (late Oscar-winner Phillip Seymour Hoffman) to take down the dangerous and devious Snow and his governmental criminal cronies. Politically, the opportunistic Coin wants Katniss in her camp for the mere promotion of propaganda...something that just does not sit well with the feminine avenger.\r\n\r\nThe stakes are understandably high but Katniss is in company with the likes of her childhood sweetie pie Gale (Liam Hemsworth) and old-time buddy Finnick Odair (Sam Claflin) as they join forces to combat the evil clutched of the Capitol. The bottom line: the venomous President Snow needs to be cut down in his treacherous tracks...plain and simple. \r\n\r\nQuite frankly, the beleaguered Katniss is caught up in the complicated web of a couple of political powerhouses in the insufferable Snow (that wants to destroy her) and Coin (that wants to use her reputation for marketing purposes) willing to go at it while using Katniss's exposed neck as the sacrificial pawn to determine their sense of twisted greatness. For the most part, The Hunger Games: Mockingjay--Part 2 does present a skillful display of confusion and identity and Lawrence's death-dodging diva Katniss Everdeen is the epitome of a Girl on Fire with flames of indecision and doubt burning all around her. Who can she trust? Who has the fortitude to stick with the plan and ensure that the tedious target of Snow is silenced for sure? Can Katniss overcome the obstacles of her great love Peeta's perverse distaste for her while battling one narcissistic leader as another one she is joined at the hip exploits her presence? There seems to be a constant continuity for conflict in warfare and wounded souls that elevates Mockingjay--Part 2 as a boisterous board game of physical and psychological movement. As usual, Lawrence's Katniss carries the animated strife on her dainty yet athletic shoulders with bouncy boldness. \r\n\r\nAfter four exhilarating films, The Hunger Games empire does not crumble but comes to a full scale halt as it understands the allegory claims for the distrusting contemporary times we all live in regarding the cynicism, abuse of privilege and the underestimation of the weary masses being led astray by the controlling elite of unassuming movers and shakers. The audacity of The Hunger Games odyssey was to get down and dirty about the give-and-take tendencies of a global society willing to challenge the authoritative scrutiny or kneel at its merciless ankles. Perhaps Mockingjay--Part 2 should not be perceived so deeply in its final revelation. Nevertheless, the effort in trying to do so should be acknowledged for an actioner that dared to approach such thought-provoking fodder within its bombastic boundaries. \r\n\r\nThe Hunger Games: Mockingjay--Part 2 (2015)\r\n\r\nLionsgate Films\r\n\r\n2 hrs. 17 mins.\r\n\r\nStarring: Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elisabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci, Michelle Forbes\r\n\r\nDirected by: Francis Lawrence\r\n\r\nMPAA Rating: PG-13\r\n\r\nGenre: Science Fiction and Fantasy/Action and Adventure\r\n\r\nCritic's rating: *** stars (out of 4 stars) \r\n\r\n(c) Frank Ochieng 2015"", ""The movie is not bad directed and the cast does a decent job. Actually, the script is a good adaptation of the book.\r\n\r\nThe problem is that the story of the book is already quite bad and has gone down the sink by now so the whole movie just doesn't work."", ""> A necessary finishing touch with an unnecessary lag.\r\n\r\nIf the single book 'The Hobbit' was extended to three movies, then that's alright, because that was a large concept with hundreds of unique characters which can take the stretch in narration. But for this series, lucky to be the first film to get away with a big hit, mainly because of teen audience.\r\n\r\nHonestly, I liked the 2nd film very much, but the third movie was a letdown, especially this one was utterly useless. Because the 80% of the story ended in the previous part and in this, it was a necessary finishing touch with an unnecessary lag.\r\n\r\nMight have been a better film if the 'Mockingjay' was a single movie. Nowadays there are many strange ways to make money, the art of storytelling in the movies is slowing vanishing while adapting a book for the silver screen by splitting them into two and/or three. This culture has to stop, the book fans are enjoying the original masterpiece, while film fanatic like me is suffering a setback. In this 2 hour long movie there are lots of scenes that simply wastes time to bring sufficient runtime.\r\n\r\nDue to the circumstances that I mentioned, the flow was disturbed, mainly because of the release gap between the last two films. Emotions are not felt, actions were weakened, you could only recognise it rushing towards the conclusion. And that section should have been the ultimatum, what comes later is what we call 'happily ever after or the other way' should have been very brief, but in here it was not. Like a new beginning of a new story, it went on too far.\r\n\r\nFrom the screenwriter's perspective that has to be done. I had seen the split movies like 'Twilight', 'Harry Potter' and others, but this one was the worst among them. Even if you try all the four movies in a single sitting, the first two will be the best you can get and the followed two would surely disappoint you because of the slowness.\r\n\r\n5/10"", 'Well, that was rather disappointing unfortunately. Not that I can say that I am very surprised though. The first installment in the series started off being ""okayish"" and the rest of them slid downwards towards mediocrity.  This, the final installment, is a notch below mediocre as far as I am concerned. I really cannot understand all the hype about these movies. None of them really shines even if you try to look at them as young adult movies which they really are.\r\n\r\nThis one was downright boring. There were numerous scenes where Katniss or some other character was just dreaming away or sitting around brooding. It took quite a while for anything to start happening in the movie.\r\n\r\nWhen something started happening it was the same mess of political, unbelievably stupid, propaganda, messy and unintelligent fight scenes, Katniss walking around looking, I do not really known, disconcerted, sad, disturbed, whatever.\r\n\r\nHow the chief villains (yes plural) was one could figure out without too much effort. The moment the flyer came into the picture and started to fly over the refuges and the children not only I but all of my kids as well guessed who had sent it.\r\n\r\nThere is really only two things that I liked about this movie. One is that Donald Sutherland was really good. The other is the ending which, although being 100% predictable, was quite satisfying. Well, that scene (everyone having seen the movie knows which scene I am referring to) is where I consider the movie to have ended. After that it was only boring filler scenes remaining.']",1
132232,Mama,"['The Mothmom Possibly.\r\n\r\nMama is directed by Andres Muschietti and written by Muschietti, Barbara Muschietti and Neil Cross. It stars Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nelisse, Daniel Kash, Javier Botet and Jane Moffat. Music is by Fernando Velazquez and cinematography by Antonio Riestra.\r\n\r\nA Suicidal father abducts his two young daughters and takes them to a cabin out in the woods, his intention is to kill them. Before he can enact his plan he is killed by a strange entity, leaving the two girls alone in the cabin. Years later the girls are discovered in the cabin, completely feral and when any sense can finally be made out of them, they talk of being looked after by someone they call Mama; And it seems Mama has come back with them to civilisation…\r\n\r\nBased on his own 2008 Argentinian short of the same name, Andres Muschietti expands the idea out to a full length feature film. With pretty decent results as well. Pic is a supernatural fairytale, thick on ethereal atmosphere and not over reliant on boo jumps or an adherence to blood and guts spilling just to put bums on seats. From the moment the girls are found, scampering around the wood cabin on all fours, clearly having survived on cherries for five years, there’s an uneasy feel to the story. We already know there is a spirit involved as we half glimpsed “Mama” during the pre-credits sequence, what we need now is a good story and a healthy quota of frights and peril for Waldau and Chastain as they become surrogate parents to the troubled youngsters; And again, Mama mostly delivers all that is required of it for a good night in by the fire whilst perched on the edge of your seat.\r\n\r\nChastain is excellent as the punk rock chick reluctantly mothering two children before her time, the two girls, Charpentier and Nelisse, are also top draw, exuding the sadness and confusion that children of that age would obviously be feeling under these circumstances. While their reactions to what we ourselves can’t see, via glances or hushed exchanges, has a creepiness to it that delivers a bucket load of dread. Muschietti’s direction is very stylish, not only does he marshal his principal cast members with great skill, he shows some ingenuity in scene staging with one sequence particularly brilliant as Chastain does housework and the younger of the girls plays with Mama in the bedroom, we know it, even though we can only see the wee bairn. The soundtrack and score is suitably screechy, and the cinematography by Riestra has Gothic tints to it.\r\n\r\nWhy Mama is not a bona fide entry in the upper echelons of horror is mainly due to an annoying mistake that so many horror genre film makers make, namely showing too much of the spook. There is a point around the hour mark where “Mama” herself just stops being scary, a shame because the effects work isn’t half bad. There’s other, less itchy problems, such as Waldau being reduced to a bit player from the mid-point, a sub-plot involving Kash’s Dr. Dreyfuss just feels like set-up material, while the ending is sure to be a bit too WTF for some. That said, this is good genre cinema for those who like The Woman in Black type of thrills and story telling. 7.5/10', 'Some wicked creature design and good child actors make up for Mama\'s ""unfinished"" feeling. Jessica Chastain delivers as usual.\r\n\r\nFinal rating:★★★ - I personally recommend you give it a go.']",1
132316,Jab Tak Hai Jaan,[],0
132344,Before Midnight,"['Effortless charm and chemistry, that still actually feels realistic despite the ups and downs. If you liked the first two you will like this one too.\r\n\r\n8/10']",0
132363,The Butler,[],1
133575,The Velocity of Gary,[],0
133694,Promised Land,[],0
133698,Fly Me to the Moon,[],0
133805,Carrie,"[""In this remake of the 1976 cult horror classic, Director Kimberly Peirce tactfully repaints the repressed and bullied and telekinetic Carrie (Chloe Grace Moretz) exacts revenge upon her fellow prom-nighters. Julianne Moore seizes the day as Carrie's fundamentalist and demonically cruel mother \r\n\r\nhttp://www.ihavenet.com/movies/Carrie-Movie-Review---Chloe-Moretz-and-Julianne-Moore.html"", 'It was a loooong time since I watched the original Carrie movie. I was never a real fan of the original. I thought it took too long to get going and the ending was too tragic. But then, I was rather young when I watched it. Yesterday I sat down and watched the remake.\r\n\r\nI have to say that I found it surprisingly good. Sure, the actual story of the movie with the poor girl being bullied by these school assholes, or in particular one asshole, cannot be said to be a story that really appeals to me. It is a rather depressing and frustrating story to say the least. It is a movie that, I myself at least, watched for the outbreaks of telekinetic special effects.\r\n\r\nHaving said that, I think that both Chloë Grace Moretz and Julianne Moore made commendable performances. Especially Julianne Moore who really made me riled up and squirm from frustration in my seat when she got started with her insane religious nonsense.\r\n\r\nA remake is of course always at somewhat of a disadvantage in that you already know the general story and thus pretty much know what is going to happen. Thus I liked that they had splattered outbursts of telekinetic powers (= special effects) fairly liberally also in the early parts of the movie. I do not remember that Carrie was showing very much of her powers until the very end in the original. For me this made the movie more interesting to watch as it would have been both boring and frustrating if it had been nothing more than the bullies, and Carrie’s crazy mother, harassing Carrie until the very end.\r\n\r\nThe end, well I still think it is a rather sad one. I would have been much happier if Carrie would have gotten her revenge and somehow survived but then, that would have been too much of not-following-the-book instead so I guess I have to live with the depressing ending.\r\n\r\nOn the whole I am positively surprised by the movie. It is a remake that adds modern flavor and special effects without destroying the general look and feel of the original.']",1
133931,Zambezia,[],0
134371,Atlas Shrugged Part II,[],0
134374,Pain & Gain,"['Much better movie than anticipated.\r\n\r\nReally hilarious in several moments and with great performances from Wahlberg, Dwayne, Mackie, Shalhoub and Harris.']",1
134411,Snitch,[],1
134597,The Collection,[],0
135397,Jurassic World,"[""I was a huge fan of the original 3 movies, they were out when I was younger, and I grew up loving dinosaurs because of them. This movie was awesome, and I think it can stand as a testimonial piece towards the capabilities that Christopher Pratt has. He nailed it. The graphics were awesome, the supporting cast did great and the t rex saved the child in me. 10\\5 stars, four thumbs up, and I hope that star wars episode VII doesn't disappoint,"", 'Overall action packed movie... But there should be more puzzles in the climax... But I really love the movie.... Excellent...', ""I've never been a fan of this series. The only impressive thing of the original was the graphics that were, at the time, breathtaking. But we all know great graphics alone can't save a film. \r\nI watched this new effort just to see how far CGI has come in the time since the original and I can safely say, not very far. From the opening scene with the terrible looking and poorly animated bird, it's obvious that CGI has reached its limits in recreating realistic content. \r\nAs for the film. The dreadful script and annoying characters helped me lose any interest after about 15 mins. Ok for the age range it's aimed at I suppose, but there are far better films out there worthy of your money."", 'Untamable Devil.\r\n\r\nOne thing that would be 100% guaranteed prior to the release of Jurassic World, is that whatever the quality, or lack of, the notices would be mixed. Thus the reactions would be akin to those that ""Indiana Jones 4"" received, charges of ruining childhoods and franchises etc.\r\n\r\nJurassic World does exactly what is expected of it, it\'s a popcorn blockbuster that plays out as mindless fun, complete with outstanding effects, monster mayhem and moments of dumbness. In fact it\'s very much a safe sequel, reverting to the original formula without the classy edges of Spielberg\'s deft touch.\r\n\r\nThere\'s a likable cast fronting up the pic, with Chris Pratt as the hero carrying some olde adventure chops about him, and Bryce Dallas Howard (her natural beauty sparkling on Blu-ray) a fun femme side-kick. The writers introduce a couple of new mighty monsters to the series, hell of beasties for sure, while the photography, stunt work and musical score all impress greatly.\r\n\r\nThe Velociraptor plot line is crummy and daft, almost as daft as Bryce\'s high heels character arc, and the familiarity factor does grate a little at times, but it\'s a rollicking good time not to be taken remotely seriously like it\'s some sort of series disgrace. 7/10 ', ""All in all this movie brought back the franchise that started out and captured the worlds attention. From the T-Rex chasing them down the road in there jeep to the velociraptors stalking them and picking them off one by one. \r\n\r\nJurassic World brought the franchise back to the state of reality. (If dinosaurs were real, this would be the set up for a park and containment of dinosaurs).\r\n\r\nChris Pratt did a great job on not only playing his part but looking it as well. Mis. Howard did ok. It seemed like she stumbled through most of her scenes and didn't bring key emotional expressions or reactions to the scene moments. But with her OCD and control issues played up against Mr. Pratt it brought the key relationship to tie the movie together. \r\n\r\nThis is a must see movie!"", 'Not bad', 'Well choreographed action set-pieces. Good effects. Dinosaurs are magnificent.\r\n\r\nAnnoyingly cliched characters. Stupid story. I thought the idea of commercialism and ethics could have and should have been explored better. A character talks about never being able to match the first part which is true. Not sure if they were trying to be funny or just self-referentially depressing.\r\n\r\nChris Pratt was good. Everyone else was pointless.\r\n\r\nNo where near the first. I would even prefer to watch Jurassic Park 3 than this.\r\n\r\n★★', ""**Jurassic World: A Jurassic Disappointment**\r\n\r\nAs a fan of the Jurassic Park franchise, especially the first movie, I am quite disappointed with Jurassic World. I was honestly super stoked for the long-awaited sequel to Jurassic Park, but in the end, the movie lacked the charm and mysticism from Jurassic Park. From poorly-developed characters (with the exception of Chris Pratt's Owen Grady) to idiotic plot elements, Jurassic World's only saving grace is the fact that it's a sequel to Jurassic Park. \r\n\r\nThe dinosaurs honestly look awful and pale in comparison to the dinosaurs in Jurassic Park. The CGI is so obvious and doesn't look realistic at all. Jurassic Park found the right balance of practical effects and computer-generated imagery, giving viewers the feeling that the dinosaurs feel so life-like. Jurassic World basically uses minimal practical effects in favor of CGI galore. It's sad that a 1993 movie has better CGI than a movie made in 2015.\r\n\r\nClaire and her nephews Gray and Zach, are cheap imitations of John Hammond and his grandchildren Tim and Lex. Claire is primarily motivated by greed and exploiting the dinosaurs. Hoskins just wants to use the dinosaurs as military weapons. Dr. Henry Wu is a bit more antagonistic, revealed to be secretly creating hybrids for Hoskins as military weapons. The only character that's given some form of development is Owen Grady, played by Star-Lord a.k.a Chris Pratt. His motivations are for researching Velociraptor behavior and actually treats the dinosaurs like living creatures and not just exploited science experiments. Honestly the only redeeming factor throughout the entire movie.\r\n\r\nThe Indominus Rex tricks the personnel into thinking it's escaped confinement by clawing away at the top of its enclosure. They somehow believe the dinosaur escaped, but wouldn't security be alerted right away? The enclosure doesn't come equipped with bells and whistles? To much surprise (not), the Indominus is actually inside the enclosure with them. This idiotic plot choice allows the Indominus to escape.\r\n\r\nZack and Grey revisiting the original site of Jurassic Park brought back so many nostalgic memories of Jurassic Park. One of the best moments of the entire movie, absolutely loved when they picked up the Jurassic Park banner and the goggles used by Tim. But what killed the moment was when they managed to get the original Jeep started. It's been sitting for over 20 years, non-operational. But for plot convenience, they learned how to fix vehicles previously. \r\n\r\nI thought the assault upon the park attendees by the pterosaurs was chilling, swooping up people in the process. Gave a sense of terror that you could actually feel. One of those people being Zara, Claire's assistant. She is attacked by a pteranodon and then eventually eaten alive by the mosasaurus. Her death was just way too drawn out and totally undeserving. A death like this should have been reserved for the villain.\r\n\r\nThe final battle between the Indominus Rex and Owen's pack of surviving Velociraptor brought me back to the battle between the T-Rex and raptors in Jurassic Park. Then Claire brings out the T-Rex, the very same one from Jurassic Park, and manages to outrun the T-Rex IN HEELS. I was rooting for the T-Rex to win, then the Mosasaurus swoops up and drags the Indominus into the lagoon. \r\n\r\nThough this movie attempts to bring back the Jurassic Park charm, it ultimately fails to capture that same magic. Unlike The Force Awakens, another similar movie that calls back to its roots, Jurassic World managed to be much worse than its source material. You feel no true connection to the characters or dinosaurs, the excitement factor is gone, and the music is not memorable at all. \r\n\r\nMy Rating: 5.5/10.0"", 'Most assuredly the best sequel to _Jurassic Park_, but it doesn\'t touch the original. ""Not being as good as a different movie"" is not what\'s bad about _Jurassic World_ though, what is though is the dropped plotlines, unlikeable characters, haphazard mixing of respect and disrespect for the original at random intervals, a **complete** lack of chemistry between any two characters whatsoever, but most of all the romantic leads, underdeveloped arcs of both characters and story, more Deus Ex Machinas than you can shake a stick at, and some of the most painful dialogue I\'ve seen in a Hollywood flick all year.\r\n\r\nBut there\'s Bryce Dallas Howard proving (when given the chance) she\'s an acting force, which was a particularly pleasant surprise given that the last thing I saw her in was _Spider-Man 3_. Chris Pratt doesn\'t for a moment make you believe he is anyone other than Chris Pratt, but Chris Pratt is a pretty rad dude so that\'s more or less a chip in the film\'s favour.\r\n\r\nIt also has dinosaurs, so there\'s that.\r\n\r\n_Final rating: ★★½ - Had a lot that appealed to me, didn’t quite work as a whole._']",1
135595,Trade Of Innocents,"[""> A serious material in a poor movie!\r\n\r\nI really want to like this movie and rate higher as an honest living person for its contents alone, but as a movie freak it was easy to say the screenplay was a letdown. Not based on the actual incident, but the film depicts how and where these things take place. In fact inspired by the director and producers of this film's own experience during a visit to the Cambodia. This was a movie about human trafficking, in the line of movies like 'Trade' and 'Eden'.\r\n\r\nAn American couple who recently lost their child on a mission in a Southeast Asian city to fight the crime. What they encounter is the crux of the story. Don't anticipate breathtaking stunts and wide human traffic network like the movie 'Taken'. As I expected in this low budget movie, everything was too short including the cast with a simple story. But there is a powerful message, that's the most important and everything else is just a formality for a movie to have a basic thing. Watch it or not its up to you, because in one way worth give a try and in another, it is not.\r\n\r\n6/10""]",0
136400,2 Guns,"[""So, I sat down to watch this movie and got distracted for a moment. It started with a heist at a bank (obviously), done by two people in a clever and rather peaceful way (they start by locking up the nearby cops, so they can't come after them), but when I finally started to focus on the movie, I had completely lost the plot. The one minute these two were acting like friends, the next... they seem like they hate eachother.\r\n\r\nBut honestly, I dont think that it matters much. The plot is just an excuse in this movie, for two people to have some fun together. I mean, even though I had little knowledge of what was going on, I still had some fun watching the rest of it, more or less (I did get distracted a few times again). The two people are, of course, Mark Wahlberg and Denzel Washington. They are like children playing with their characters, just enjoying themselves.\r\n\r\nImagine if the plot had been interesting and worthwhile, then maybe this could actually have been a great movie, or wait... maybe the plot was interesting and worthwhile, I just never realized it because I got distracted.\r\n\r\n_Last words... great moments in this movie and a lot of fun dialogue... even if you don't pay too close to the plot._""]",1
136795,The Heat,"['Absolutely fascinating interpretation of the good cop bad cop theme.', ""I honestly can't think of a better movie to replace a mind massage on a hard working Monday's night."", '**Plot: 5/20**\r\nProbably the movie\'s biggest downfall. The plot is your generic story of two people who don\'t get along with each other and end up becoming best friends before the movie ends. On top of that, the whole point of the the story is for the characters to catch the ""typical bad guy"" leader of a drug ring. It\'s really just the garbage rehashed Hollywood cop story told over again, but with tons of hilarious scenes added in throughout. I don\'t really have any detail to go into with here because there\'s not much to analyze.\r\n\r\n**Rewatchability: 5/15**\r\nDon\'t get me wrong, even though the plot is terrible the movie is ridiculously funny. It gives comedies from 2013 a run for their money. As with all movie ratings I give, I watch a movie twice if it has a commentary track. This movie ended up having four or five separate commentaries, but I only watched the one with the director\'s commentary. I really don\'t think I can sit through it any longer than I have, because it is a two hour long movie after all. I wouldn\'t ever watch it again unless it popped up on TV and I was really bored, but I can give this movie a good ol\' watch-this recommendation for the comedic aspect alone.\r\n\r\n**Acting: 15/20**\r\nInterestingly enough the acting is superb. With huge celebrity A-list names it\'s not too surprising. Sandra Bullock absolutely kills every scene she\'s in. A lot of her shots in the film are improvised. My favorite one being the hospital scene towards the end where she\'s crawling on the ground and ends up shooting the bad guy twice in the nuts. As much as I can\'t stand Melissa McCarthy in general, her acting was great as well. She came off as an arrogant, foul mouthed, dirty and annoying police officer better than probably anyone else could have managed to pull off. A YouTube star named Spoken Reasons also makes his acting debut in this film as a perpetrator and is actually quite impressive.\r\n\r\n**Audio Production: 10/20**\r\nI thought that the soundtrack was just your typical Hollywood film soundtrack with nothing but popular music. Most of the songs featured female rap from artists like Angel Haze and Azealia Banks, but there were also some classic pop/rock songs from Ted Nugent, Air Supply, and Boston. What I really got a kick out of was hearing the rapper Kreayshawn\'s song Left Eye play randomly (or so it seemed). I wasn\'t really feeling the soundtrack, but the overall sound effects and audio production were done quite well. Nothing spectacular, but good.\r\n\r\n**Visual Production: 15/20**\r\nThe film crew made very good use of different sets throughout the city of Boston. This film has everything from a giant paint warehouse, to a local town pub, to car chases. The amount of stunts performed in the movie is entertaining. Towards the beginning of the movie Melissa McCarthy parks in between two cars, but there\'s not enough room to open her door. She ends up climbing out the window into another car, and then struggling to make her way out of that car as well. Just the small things that add some good humor to the movie like this really make a difference. There\'s also some really good special effects in the movie and a scene where they blow up a car.']",1
136797,Need for Speed,"['The only thing that kept me watching is the driving action and the fancy cars, otherwise, I would have stopped watching it. Playing the game is more exciting.']",1
136835,No Good Deed,"['Generic Guff.\r\n\r\nNo Good Deed is actually not a bad film as such, it sticks rigidly to a formula and has all the requisite requirements - however ridiculous - for a home invasion thriller, and does it competently. The problem is that it has absolutely nothing new to appeal to anyone who has been watching movies through the 80s and 90s.\r\n\r\nThe 1990s was particularly a thriving hot-bed for such thriller fare, where some unhinged nut-case - male or female - would impose themselves upon some amiable good person\'s life, and then unleash mentally distorted hell upon them. Sam Miller\'s film is just a lazy retread of what has gone long before. Only he and his backers think that shifting the focus to black characters somehow makes it more vibrant. It doesn\'t.\r\n\r\nIdris Alba is a fine actor (in great physical shape as usual), and Taraji P. Henson is a more than effective actress, but the turgid screenplay on offer here does them no favours, where even an intended ""big reveal"" is hamstrung by the familiarity of it all. If one is fortunate to be of a youthful enough age and lucky enough to be viewing this thriller format for the first time? Then this works, it absolutely does. The more mature film lovers, however, will be jaded to the point of sleep status. And no, that\'s not meant to be patronising. 4/10']",0
137093,Last Vegas,[],0
137094,Jack Ryan: Shadow Recruit,[],1
137106,The Lego Movie,"['Excellent movie for Legos ;) . Great for the whole family as well as adults. I had quite a few chuckles from this film and enjoyed it the whole way. Animation was great and the movie had a fairly decent plot as well. I give it 2 thumbs up, I could see myself watching this a second or third time with the familiy.', ""If you're Lego you will love this movie.""]",1
